cat,cat_lab,count,percentage,measure,n_responses,site,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[113, 103, 86, 94, 50]","[25.336322869955158, 23.094170403587444, 19.282511210762333, 21.076233183856502, 11.210762331838566]",esteem_qualities,446.0,Northern Devon,All,All,All,Non-SEN,esteem,"
I feel that I have a number of good qualities"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[116, 102, 98, 86, 44]","[26.00896860986547, 22.869955156950674, 21.973094170403588, 19.282511210762333, 9.865470852017937]",esteem_well,446.0,Northern Devon,All,All,All,Non-SEN,esteem,"
I am able to do things as well as most other people"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[101, 108, 96, 105, 36]","[22.6457399103139, 24.2152466367713, 21.524663677130047, 23.54260089686099, 8.071748878923767]",esteem_value,446.0,Northern Devon,All,All,All,Non-SEN,esteem,"
I am a person of value"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[122, 108, 94, 86, 36]","[27.3542600896861, 24.2152466367713, 21.076233183856502, 19.282511210762333, 8.071748878923767]",esteem_good,446.0,Northern Devon,All,All,All,Non-SEN,esteem,"
I feel good about myself"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[79, 98, 89, 92, 74, 14]","[17.713004484304935, 21.973094170403588, 19.955156950672645, 20.62780269058296, 16.591928251121075, 3.1390134529147984]",stress_control,446.0,Northern Devon,All,All,All,Non-SEN,stress,"
Felt you were unable to control the important things in your life"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[79, 84, 96, 73, 85, 29]","[17.713004484304935, 18.83408071748879, 21.524663677130047, 16.367713004484305, 19.05829596412556, 6.502242152466367]",stress_overcome,446.0,Northern Devon,All,All,All,Non-SEN,stress,"
Felt that difficulties were piling up so high that you could not overcome
them"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[79, 83, 83, 76, 84, 41]","[17.713004484304935, 18.609865470852018, 18.609865470852018, 17.040358744394617, 18.83408071748879, 9.192825112107624]",stress_confident,446.0,Northern Devon,All,All,All,Non-SEN,stress,"
Felt confident about your ability to handle your personal problems"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[90, 79, 74, 99, 81, 23]","[20.179372197309416, 17.713004484304935, 16.591928251121075, 22.19730941704036, 18.161434977578477, 5.15695067264574]",stress_way,446.0,Northern Devon,All,All,All,Non-SEN,stress,"
Felt that things were going your way"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'Prefer not to say', 'No response']","[41, 40, 31, 40, 34, 42, 35, 34, 41, 35, 38, 35, 0]","[9.192825112107624, 8.968609865470851, 6.950672645739911, 8.968609865470851, 7.623318385650224, 9.417040358744394, 7.847533632286996, 7.623318385650224, 9.192825112107624, 7.847533632286996, 8.520179372197308, 7.847533632286996, 0.0]",appearance_happy,446.0,Northern Devon,All,All,All,Non-SEN,appearance,"
How happy are you with your appearance (the way that you look)?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Prefer not to say', 'No response']","[74, 79, 87, 85, 67, 54]","[16.591928251121075, 17.713004484304935, 19.506726457399104, 19.05829596412556, 15.022421524663676, 12.10762331838565]",appearance_feel,446.0,Northern Devon,All,All,All,Non-SEN,appearance,"
My appearance affects how I feel about myself"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[147, 149, 139, 11]","[32.95964125560538, 33.408071748878925, 31.16591928251121, 2.4663677130044843]",negative_lonely,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I feel lonely"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[121, 141, 133, 51]","[27.130044843049326, 31.614349775784756, 29.82062780269058, 11.434977578475337]",negative_unhappy,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I am unhappy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[134, 148, 134, 30]","[30.04484304932735, 33.18385650224215, 30.04484304932735, 6.726457399103139]",negative_like,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
Nobody likes me"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[137, 122, 163, 24]","[30.717488789237667, 27.3542600896861, 36.54708520179372, 5.381165919282512]",negative_cry,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I cry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[140, 143, 148, 15]","[31.390134529147986, 32.062780269058294, 33.18385650224215, 3.3632286995515694]",negative_school,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I worry when I am at school"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[157, 158, 119, 12]","[35.2017937219731, 35.42600896860987, 26.681614349775785, 2.690582959641256]",negative_worry,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I worry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[139, 147, 145, 15]","[31.16591928251121, 32.95964125560538, 32.511210762331835, 3.3632286995515694]",negative_sleep,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I have problems sleeping"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[141, 132, 123, 50]","[31.614349775784756, 29.596412556053814, 27.57847533632287, 11.210762331838566]",negative_wake,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I wake up in the night"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[128, 150, 147, 21]","[28.699551569506728, 33.6322869955157, 32.95964125560538, 4.708520179372197]",negative_shy,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I am shy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[144, 157, 138, 7]","[32.28699551569507, 35.2017937219731, 30.94170403587444, 1.5695067264573992]",negative_scared,446.0,Northern Devon,All,All,All,Non-SEN,negative,"
I feel scared"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[70, 99, 85, 90, 94, 8]","[15.695067264573993, 22.19730941704036, 19.05829596412556, 20.179372197309416, 21.076233183856502, 1.7937219730941705]",lonely,446.0,Northern Devon,All,All,All,Non-SEN,lonely,"
How often do you feel lonely?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[86, 107, 91, 136, 26]","[19.282511210762333, 23.99103139013453, 20.40358744394619, 30.493273542600896, 5.829596412556054]",support_ways,446.0,Northern Devon,All,All,All,Non-SEN,support,"
I have ways to support myself (e.g. to cope, or help myself feel better)"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[98, 110, 120, 113, 5]","[21.973094170403588, 24.663677130044842, 26.905829596412556, 25.336322869955158, 1.1210762331838564]",support_look,446.0,Northern Devon,All,All,All,Non-SEN,support,"
I know where to look for advice on how to support myself"
"[0, 1, nan]","['No', 'Yes', 'No response']","[218, 207, 21]","[48.87892376681614, 46.41255605381166, 4.708520179372197]",sleep,446.0,Northern Devon,All,All,All,Non-SEN,sleep,"
Is the amount of sleep you normally get enough for you to feel awake and
concentrate on your school work during the day?"
"[0, 1, 2, 3, 4, 5, 6, 7, nan]","['0 days', '1 day', '2 days', '3 days', '4 days', '5 days', '6 days', '7 days', 'No response']","[61, 55, 43, 58, 62, 53, 40, 53, 21]","[13.67713004484305, 12.331838565022421, 9.641255605381167, 13.004484304932735, 13.901345291479823, 11.883408071748878, 8.968609865470851, 11.883408071748878, 4.708520179372197]",physical_days,446.0,Northern Devon,All,All,All,Non-SEN,physical,"
How many days in a usual week are you physically active?"
"[30, 60, 90, 120, nan]","['Around 30 minutes', 'Around 1 hour', 'Around 1.5 hours', 'Around 2 hours or more', 'No response']","[98, 107, 89, 111, 41]","[21.973094170403588, 23.99103139013453, 19.955156950672645, 24.887892376681613, 9.192825112107624]",physical_hours,446.0,Northern Devon,All,All,All,Non-SEN,physical,"
How long on average do you spend being physically active?"
"[1, 2, 3, 4, 5, nan]","['Almost always', 'Often', 'Sometimes', 'Not often', 'Almost never', 'No response']","[95, 93, 89, 84, 65, 20]","[21.300448430493272, 20.85201793721973, 19.955156950672645, 18.83408071748879, 14.573991031390134, 4.484304932735426]",free_like,446.0,Northern Devon,All,All,All,Non-SEN,free_like,"
How often can you do things that you like in your free time?"
"[1, 2, 3, 4, 5, 6, 7, 8, 9, nan]","['None', 'Less than 1 hour', '1 to 2 hours', '2 to 3 hours', '3 to 4 hours', '4 to 5 hours', '5 to 6 hours', '6 to 7 hours', '7 hours or more', 'No response']","[55, 46, 53, 54, 43, 53, 56, 46, 37, 3]","[12.331838565022421, 10.31390134529148, 11.883408071748878, 12.10762331838565, 9.641255605381167, 11.883408071748878, 12.556053811659194, 10.31390134529148, 8.295964125560538, 0.672645739910314]",media_hours,446.0,Northern Devon,All,All,All,Non-SEN,media,"
On a normal weekday during term time, how much time do you spend on social
media?"
"[1, 2, 3, 4, nan]","['None ', 'Limited', 'Several', 'Lots', 'No response']","[112, 111, 112, 105, 6]","[25.112107623318387, 24.887892376681613, 25.112107623318387, 23.54260089686099, 1.345291479820628]",places_freq,446.0,Northern Devon,All,All,All,Non-SEN,places,"
How many activities/places are there in your local area, that you choose to or
would want to go to in your free time?"
"[0, 1, nan]","['No', 'Yes', 'No response']","[220, 201, 25]","[49.327354260089685, 45.06726457399103, 5.605381165919283]",places_barriers___1,446.0,Northern Devon,All,All,All,Non-SEN,places,"
There's nothing to do"
"[0, 1, nan]","['No', 'Yes', 'No response']","[218, 203, 25]","[48.87892376681614, 45.51569506726457, 5.605381165919283]",places_barriers___2,446.0,Northern Devon,All,All,All,Non-SEN,places,"
I'm unable to get there and back"
"[0, 1, nan]","['No', 'Yes', 'No response']","[229, 192, 25]","[51.34529147982063, 43.04932735426009, 5.605381165919283]",places_barriers___3,446.0,Northern Devon,All,All,All,Non-SEN,places,"
It's too expensive (to get there or take part)"
"[0, 1, nan]","['No', 'Yes', 'No response']","[216, 205, 25]","[48.4304932735426, 45.964125560538115, 5.605381165919283]",places_barriers___4,446.0,Northern Devon,All,All,All,Non-SEN,places,"
Poor weather"
"[0, 1, nan]","['No', 'Yes', 'No response']","[244, 177, 25]","[54.7085201793722, 39.686098654708516, 5.605381165919283]",places_barriers___5,446.0,Northern Devon,All,All,All,Non-SEN,places,"
I have no-one to go with"
"[0, 1, nan]","['No', 'Yes', 'No response']","[228, 193, 25]","[51.12107623318386, 43.27354260089686, 5.605381165919283]",places_barriers___6,446.0,Northern Devon,All,All,All,Non-SEN,places,"
It's too busy"
"[0, 1, nan]","['No', 'Yes', 'No response']","[223, 198, 25]","[50.0, 44.39461883408072, 5.605381165919283]",places_barriers___7,446.0,Northern Devon,All,All,All,Non-SEN,places,"
I feel uncomfortable/anxious about other people who might be there"
"[0, 1, nan]","['No', 'Yes', 'No response']","[226, 195, 25]","[50.672645739910315, 43.7219730941704, 5.605381165919283]",places_barriers___8,446.0,Northern Devon,All,All,All,Non-SEN,places,"
My parents/carers don't allow me to go"
"[0, 1, nan]","['No', 'Yes', 'No response']","[205, 216, 25]","[45.964125560538115, 48.4304932735426, 5.605381165919283]",places_barriers___9,446.0,Northern Devon,All,All,All,Non-SEN,places,"
Other"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[93, 72, 76, 74, 82, 49]","[20.85201793721973, 16.143497757847534, 17.040358744394617, 16.591928251121075, 18.385650224215247, 10.986547085201794]",school_belong,446.0,Northern Devon,All,All,All,Non-SEN,school_belong,"
I feel that I belong/belonged at my school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[88, 75, 88, 89, 102, 4]","[19.730941704035875, 16.81614349775785, 19.730941704035875, 19.955156950672645, 22.869955156950674, 0.8968609865470852]",staff_interest,446.0,Northern Devon,All,All,All,Non-SEN,staff_relationship,"
At school there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[86, 88, 96, 79, 94, 3]","[19.282511210762333, 19.730941704035875, 21.524663677130047, 17.713004484304935, 21.076233183856502, 0.672645739910314]",staff_believe,446.0,Northern Devon,All,All,All,Non-SEN,staff_relationship,"
At school there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[83, 74, 79, 82, 73, 55]","[18.609865470852018, 16.591928251121075, 17.713004484304935, 18.385650224215247, 16.367713004484305, 12.331838565022421]",staff_best,446.0,Northern Devon,All,All,All,Non-SEN,staff_relationship,"
At school there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[90, 81, 79, 85, 95, 16]","[20.179372197309416, 18.161434977578477, 17.713004484304935, 19.05829596412556, 21.300448430493272, 3.587443946188341]",staff_listen,446.0,Northern Devon,All,All,All,Non-SEN,staff_relationship,"
At school there is an adult who... listens to me when I have something to
say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[178, 216, 52]","[39.91031390134529, 48.4304932735426, 11.659192825112108]",staff_talk,446.0,Northern Devon,All,All,All,Non-SEN,talk,"
Talked about feeling down with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[63, 56, 39, 48, 10]","[29.166666666666668, 25.925925925925924, 18.055555555555554, 22.22222222222222, 4.62962962962963]",staff_talk_listen,216.0,Northern Devon,All,All,All,Non-SEN,talk,"
Did you feel listened to when you spoke with... an adult at school"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[72, 73, 67, 4]","[33.33333333333333, 33.7962962962963, 31.01851851851852, 1.8518518518518516]",staff_talk_helpful,216.0,Northern Devon,All,All,All,Non-SEN,talk,"
Did you receive advice that you found helpful from... an adult at school"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[43, 49, 37, 41, 8]","[24.15730337078652, 27.52808988764045, 20.786516853932586, 23.03370786516854, 4.49438202247191]",staff_talk_if,178.0,Northern Devon,All,All,All,Non-SEN,talk,"
How would you feel about speaking with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[103, 115, 106, 115, 7]","[23.094170403587444, 25.784753363228702, 23.766816143497756, 25.784753363228702, 1.5695067264573992]",accept_staff,446.0,Northern Devon,All,All,All,Non-SEN,accept,"
Adults at your school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[89, 80, 70, 94, 85, 28]","[19.955156950672645, 17.937219730941703, 15.695067264573993, 21.076233183856502, 19.05829596412556, 6.278026905829597]",home_interest,446.0,Northern Devon,All,All,All,Non-SEN,home_relationship,"
At home there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[103, 68, 89, 74, 95, 17]","[23.094170403587444, 15.246636771300448, 19.955156950672645, 16.591928251121075, 21.300448430493272, 3.811659192825112]",home_believe,446.0,Northern Devon,All,All,All,Non-SEN,home_relationship,"
At home there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[94, 67, 87, 88, 81, 29]","[21.076233183856502, 15.022421524663676, 19.506726457399104, 19.730941704035875, 18.161434977578477, 6.502242152466367]",home_best,446.0,Northern Devon,All,All,All,Non-SEN,home_relationship,"
At home there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[68, 80, 74, 82, 87, 55]","[15.246636771300448, 17.937219730941703, 16.591928251121075, 18.385650224215247, 19.506726457399104, 12.331838565022421]",home_listen,446.0,Northern Devon,All,All,All,Non-SEN,home_relationship,"
At home there is an adult who... listens to me when I have something to say"
